"name","GSK.180.CHR_1","GSK.180.CHR_2","GSK.180.CHR_3","GSK.48H.CHR_1","GSK.48H.CHR_2","GSK.48H.CHR_3","MS023.48H.CHR_1","MS023.48H.CHR_2","MS023.48H.CHR_3","DMSO.CHR_1","DMSO.CHR_2","DMSO.CHR_3","Accession","Description","Symbol","ID","imputed","num_NAs","GSK.180.CHR_vs_DMSO.CHR_CI.L","GSK.180.CHR_vs_DMSO.CHR_CI.R","GSK.180.CHR_vs_DMSO.CHR_diff","GSK.180.CHR_vs_DMSO.CHR_p.adj","GSK.180.CHR_vs_DMSO.CHR_p.val","GSK.180.CHR_vs_DMSO.CHR_t.stastic","GSK.180.CHR_vs_GSK.48H.CHR_CI.L","GSK.180.CHR_vs_GSK.48H.CHR_CI.R","GSK.180.CHR_vs_GSK.48H.CHR_diff","GSK.180.CHR_vs_GSK.48H.CHR_p.adj","GSK.180.CHR_vs_GSK.48H.CHR_p.val","GSK.180.CHR_vs_GSK.48H.CHR_t.stastic","GSK.180.CHR_vs_MS023.48H.CHR_CI.L","GSK.180.CHR_vs_MS023.48H.CHR_CI.R","GSK.180.CHR_vs_MS023.48H.CHR_diff","GSK.180.CHR_vs_MS023.48H.CHR_p.adj","GSK.180.CHR_vs_MS023.48H.CHR_p.val","GSK.180.CHR_vs_MS023.48H.CHR_t.stastic","GSK.48H.CHR_vs_DMSO.CHR_CI.L","GSK.48H.CHR_vs_DMSO.CHR_CI.R","GSK.48H.CHR_vs_DMSO.CHR_diff","GSK.48H.CHR_vs_DMSO.CHR_p.adj","GSK.48H.CHR_vs_DMSO.CHR_p.val","GSK.48H.CHR_vs_DMSO.CHR_t.stastic","GSK.48H.CHR_vs_MS023.48H.CHR_CI.L","GSK.48H.CHR_vs_MS023.48H.CHR_CI.R","GSK.48H.CHR_vs_MS023.48H.CHR_diff","GSK.48H.CHR_vs_MS023.48H.CHR_p.adj","GSK.48H.CHR_vs_MS023.48H.CHR_p.val","GSK.48H.CHR_vs_MS023.48H.CHR_t.stastic","MS023.48H.CHR_vs_DMSO.CHR_CI.L","MS023.48H.CHR_vs_DMSO.CHR_CI.R","MS023.48H.CHR_vs_DMSO.CHR_diff","MS023.48H.CHR_vs_DMSO.CHR_p.adj","MS023.48H.CHR_vs_DMSO.CHR_p.val","MS023.48H.CHR_vs_DMSO.CHR_t.stastic","GSK.180.CHR_vs_DMSO.CHR_significant","GSK.180.CHR_vs_GSK.48H.CHR_significant","GSK.180.CHR_vs_MS023.48H.CHR_significant","GSK.48H.CHR_vs_DMSO.CHR_significant","GSK.48H.CHR_vs_MS023.48H.CHR_significant","MS023.48H.CHR_vs_DMSO.CHR_significant","significant"
"#N/A",22.2595617480257,21.0419178839749,20.0013657389257,22.1028880215415,20.4269716566569,18.5056997746782,22.2672291643223,22.1609436622103,19.9040607144758,22.5986887084619,21.5075607123657,19.9193070437758,"A6NIZ1","#N/A","#N/A","A6NIZ1",FALSE,0,-2.56959284183859,2.08778544605391,-0.240903697892339,0.996854100047237,0.822626569573872,-0.230046440381395,-1.57292717126302,3.08445111662949,0.755761972683239,0.949099723760218,0.486774164406575,0.721700634371745,-2.67181853397361,1.98555975391889,-0.343129390027361,0.972133563677736,0.749824689223876,-0.32766493605802,-3.32535481452183,1.33202347337068,-0.996665670575577,0.983018284655676,0.363342887892902,-0.95174707475314,-3.42758050665685,1.22979778123566,-1.0988913627106,0.839109409120327,0.318357777467601,-1.04936557042976,-2.22646345181123,2.43091483608128,0.102225692135022,0.954552477442813,0.924136401289451,0.0976184956766246,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"AAAS",21.350617982392,21.0288490907632,20.1854825876101,20.4658372672894,20.1611811223488,19.444703697172,20.7258063425982,20.9871934463321,20.3631373239478,20.388241871842,20.3986199902362,20.3268907191128,"Q9NRG9","AAAS","AAAS","Q9NRG9",FALSE,0,-0.309603845735263,1.27706856545137,0.483732359858056,0.991019334666692,0.204530116930976,1.35591178663244,0.0377396523916944,1.62441206357833,0.831075857985013,0.339610369887675,0.0417324685030277,2.32952277941093,-0.63039868963096,0.956273721555677,0.162937515962359,0.968675280208734,0.657494071904423,0.456717219502952,-1.14067970372028,0.445992707466362,-0.347343498126957,0.982612831458586,0.352885229227159,-0.973610992778489,-1.46147454761597,0.125197863570664,-0.668138342022655,0.458537397729026,0.0901570383083434,-1.87280555990797,-0.472541361697621,1.11413104948902,0.320794843895698,0.90080218332177,0.389386765414922,0.899194567129486,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"AAK1",18.4717646701447,18.5942349764346,18.4985719041025,17.2910535555919,18.847603947089,18.7081056402355,18.2510730921406,18.7142009857702,18.1467231677021,18.0431183285262,17.3269439885199,18.5692326504234,"Q2M2I8","AAK1","AAK1","Q2M2I8",FALSE,0,-0.431542404114496,1.515060126256,0.541758861070754,0.992162194985067,0.243671078891755,1.23777670548237,-0.734031795930144,1.21257073444036,0.239269469255106,0.960175606906242,0.596421312616456,0.546667893519552,-0.822443163495621,1.12415936687488,0.150858101689629,0.971714975716485,0.737378049829684,0.344671139731162,-0.670811873369602,1.2757906570009,0.302489391815648,0.986954519637997,0.504998646511512,0.691108811962819,-1.06171263275073,0.884889897619772,-0.0884113675654774,0.947889169395218,0.843911166669017,-0.20199675378839,-0.582400505804125,1.36420202456638,0.390900759381125,0.901509581891134,0.392487288984537,0.893105565751208,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"AARS1",21.9191013654441,22.660818890924,23.9410319097101,22.4001014871854,21.5771136007116,23.0398903249891,22.0868508466844,22.781677822365,23.5184138533399,23.5203865651477,23.136024730391,23.7466054045308,"P49588","AARS1","AARS1","P49588",FALSE,0,-1.8822627073396,0.627553018012093,-0.627354844663756,0.993174726684371,0.291912860245358,-1.11169329266873,-0.753625611611773,1.75619011373992,0.501282251064076,0.934192372675319,0.394952324381562,0.888288535558367,-1.21023798144621,1.29957774390549,0.0446698812296376,0.977199717448831,0.938447323458721,0.0791564897755953,-2.38354495840368,0.126270766948017,-1.12863709572783,0.932243713911078,0.0729749496504849,-1.9999818282271,-1.71152023251029,0.798295492841411,-0.456612369834438,0.888730583538602,0.436998623576558,-0.809132045782772,-1.92693258856924,0.582883136782455,-0.672024725893394,0.857631742556837,0.260821674128639,-1.19084978244432,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"AARSD1",19.8750440897586,18.7463621096772,16.8408960545725,19.7717493357438,18.2737352069967,18.0213651688744,18.867915763338,17.2294057751819,18.0049763975772,17.5730281395991,19.0930087734865,18.4306697146005,"Q9BTE6","AARSD1","AARSD1","Q9BTE6",FALSE,0,-1.63149509851613,1.87522551606423,0.12186520877405,0.997011900438522,0.880200327350807,0.154558230070399,-1.95487612649239,1.55184448808797,-0.201515819202211,0.971968466497035,0.803383197447253,-0.255576867757455,-1.30002553465312,2.20669507992723,0.453334772637053,0.964857401664804,0.577847412336037,0.574951791352195,-1.42997927931392,2.07674133526644,0.323381027976261,0.989825778627279,0.690231340575524,0.410135097827854,-1.09850971545091,2.40821089912944,0.654850591839264,0.885165776932524,0.42534780093134,0.830528659109651,-2.08482987115318,1.42189074342717,-0.331469563863003,0.940229848758402,0.682961098672042,-0.420393561281797,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"AATF",22.4663530652467,23.1993758941592,23.1667993699938,22.9767311233558,23.2740950314735,23.2280933803665,23.0916655442713,22.8881392806375,23.0793299710341,22.9292826494296,22.8593796630467,23.3042393846159,"Q9NY61","AATF","AATF","Q9NY61",FALSE,0,-0.656465928638742,0.482883683510441,-0.0867911225641507,0.996598684555884,0.741672892821816,-0.338790997926807,-0.785138541339951,0.354211070809232,-0.215463735265359,0.938950721261988,0.419686848808715,-0.841067285811788,-0.645210294922336,0.494139317226846,-0.0755354888477449,0.972912046468122,0.774049029544495,-0.294854391665479,-0.441002193373383,0.6983474187758,0.128672612701209,0.989005750811807,0.626192146962402,0.502276287884981,-0.429746559656977,0.709603052492206,0.139928246417615,0.922543457196873,0.596722660450357,0.546212894146309,-0.580930439790997,0.558419172358186,-0.0112556337164058,0.956346182894986,0.965807460548693,-0.0439366062613279,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"ABCB10",19.8870608075974,19.0309973887884,20.952351941357,20.1369356282905,18.1364329851737,20.0191590822817,19.2698439642239,20.446384359166,19.8835780357686,18.5900359048485,19.1826850631432,20.9379481623935,"Q9NRK6","ABCB10","ABCB10","Q9NRK6",FALSE,0,-1.27626941945923,2.04943009103094,0.386580335785855,0.996094653191681,0.616252133096917,0.516975923598453,-1.13688894124613,2.18881056924405,0.525960813998957,0.950450357143024,0.497644691931358,0.703370172828263,-1.572648495717,1.75305101477318,0.0902012595280937,0.97647543373184,0.906341715367157,0.120626620491404,-1.80223023345819,1.52346927703199,-0.139380478213102,0.99143698658115,0.855809023504023,-0.186394249229811,-2.09860930971595,1.22709020077423,-0.435759554470863,0.91878556340046,0.57278617806963,-0.582743552336859,-1.36647067898733,1.95922883150285,0.296379076257761,0.941548325017837,0.700053482813606,0.396349303107048,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"ABCC1",20.7072704345229,20.0429187530516,20.9229488581544,20.488278632704,19.558863830243,20.9679734013926,19.8120886505482,19.3156685378096,20.6026183537865,19.8117515757899,20.7963028772921,21.018738623648,"P33527","ABCC1","ABCC1","P33527",FALSE,0,-1.06285888303047,1.09375552902975,0.0154483229996387,0.997238842786235,0.975202949651126,0.0318582857588738,-0.858966478900321,1.29764793315989,0.219340727129786,0.964734931775883,0.660543018804497,0.452335154024377,-0.430719704835255,1.72589470722496,0.647587501194852,0.912158387911956,0.21089726296815,1.33548655523471,-1.28219961016026,0.87441480189996,-0.203892404130148,0.989738845557731,0.682902195840674,-0.420476868265503,-0.650060431965042,1.50655398009517,0.428246774065066,0.875758012363339,0.397593040037772,0.883151401210333,-1.71044638422532,0.446168027834894,-0.632139178195214,0.834932440327016,0.22115742382913,-1.30362826947584,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"ABCC2",20.9568070598334,20.0557774641098,18.7967701323992,19.5425038989381,18.7196214743428,18.6339257325115,20.9033942200734,20.6989449678668,19.2519910021567,19.9718551597848,19.6190036669505,18.9730483879146,"Q92887","ABCC2","ABCC2","Q92887",FALSE,0,-0.916146307575527,1.74644460203724,0.415149147230856,0.995463569749205,0.503591200368334,0.693446995042106,-0.360194271289714,2.30239663832305,0.971101183516669,0.751434234190125,0.135405079362615,1.62208498339272,-1.67962063272454,0.982970276888232,-0.348325177918152,0.964613395828715,0.573380173285122,-0.581827156664087,-1.8872474910922,0.775343418520571,-0.555952036285813,0.983432423182208,0.37463720465193,-0.928637988350618,-2.65072181624121,0.0118690933715622,-1.31942636143482,0.289563189584216,0.0517164646061996,-2.20391214005681,-0.567821129657375,2.09476977995539,0.763474325149009,0.84101371027596,0.230632652310664,1.27527415170619,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"ABCD3",20.7280833876878,18.8541350696322,17.726385507384,19.2941923654452,18.3096075258445,19.2582838540926,19.2284999794031,18.7399644065271,17.4923445529021,18.2018885231064,18.3963786994085,19.2386731669475,"P28288","ABCD3","ABCD3","P28288",TRUE,1,-1.11105072049595,2.09215977065702,0.490554525080533,0.995512753870837,0.511046025852171,0.68110704639306,-1.45276517246925,1.75044531868371,0.14884007310723,0.973391217715322,0.840366034874921,0.206655972773567,-0.985673570285916,2.21753692086705,0.615931675290568,0.952435775064297,0.412183172152394,0.855186085722514,-1.25989079360318,1.94331969754979,0.341714451973303,0.989264494232988,0.645222718205685,0.474451073619493,-1.13451364339315,2.06869684775982,0.467091602183338,0.911333217410265,0.531042701613905,0.648530112948947,-1.72698239578652,1.47622809536645,-0.125377150210035,0.951745195795643,0.865227061517171,-0.174079039329454,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
